Dilithium 2,Dilithium 3,Dilithium 5
0.06976890563964844,0.08197760581970215,0.23019790649414062
0.02429032325744629,0.08411836624145508,0.07683110237121582
0.07583951950073242,0.03413128852844238,0.09748506546020508
0.03422045707702637,0.0866692066192627,0.0925149917602539
0.0699608325958252,0.10481500625610352,0.05169510841369629
0.08159375190734863,0.0348050594329834,0.15091633796691895
0.06218862533569336,0.10123562812805176,0.1456756591796875
0.03548288345336914,0.4104735851287842,0.1459968090057373
0.02302408218383789,0.053479909896850586,0.05238795280456543
0.045122385025024414,0.034642696380615234,0.1375277042388916
0.0716085433959961,0.13698935508728027,0.2313990592956543
0.09154486656188965,0.1110382080078125,0.14267587661743164
0.023394346237182617,0.1461634635925293,0.07203364372253418
0.06884288787841797,0.034558773040771484,0.08123493194580078
0.036420345306396484,0.10738134384155273,0.04982590675354004
0.06898832321166992,0.2422943115234375,0.051149845123291016
0.07018423080444336,0.06083512306213379,0.11728835105895996
0.02401566505432129,0.05688071250915527,0.08975958824157715
0.04271531105041504,0.05391883850097656,0.09754323959350586
0.05521106719970703,0.0714864730834961,0.14867329597473145
0.042595863342285156,0.11450457572937012,0.051264286041259766
0.10974264144897461,0.09741687774658203,0.05123543739318848
0.05662417411804199,0.08019781112670898,0.051236867904663086
0.058913230895996094,0.09743261337280273,0.13933372497558594
0.02644062042236328,0.03540372848510742,0.11836743354797363
0.08669495582580566,0.07079529762268066,0.1694190502166748
0.25431084632873535,0.11740398406982422,0.2677419185638428
0.03398442268371582,0.16608214378356934,0.2696099281311035
0.03704953193664551,0.12101626396179199,0.16910624504089355
0.09139037132263184,0.27740049362182617,0.0798501968383789
0.03608083724975586,0.23169970512390137,0.054181575775146484
0.024121999740600586,0.1562328338623047,0.13127398490905762
0.09154891967773438,0.09853482246398926,0.08262348175048828
0.06592655181884766,0.09923028945922852,0.1632215976715088
0.04473519325256348,0.11697793006896973,0.24199652671813965
0.06680631637573242,0.06240057945251465,0.050240516662597656
0.023123979568481445,0.13884830474853516,0.13688111305236816
0.058763742446899414,0.08864974975585938,0.07605624198913574
0.14628076553344727,0.052654266357421875,0.17067289352416992
0.07703757286071777,0.23376226425170898,0.407947301864624
0.11178302764892578,0.03547501564025879,0.13843321800231934
0.023357391357421875,0.04807686805725098,0.18982219696044922
0.06712913513183594,0.052516937255859375,0.09061932563781738
0.05176901817321777,0.05262899398803711,0.11779284477233887
0.07458114624023438,0.034757137298583984,0.18058252334594727
0.04562568664550781,0.24227190017700195,0.0508115291595459
0.03317403793334961,0.10300254821777344,0.09739851951599121
0.03293466567993164,0.08755612373352051,0.21528363227844238
0.023433923721313477,0.18714570999145508,0.07533526420593262
0.032837629318237305,0.08204913139343262,0.09048938751220703
0.023492813110351562,0.06584477424621582,0.1473829746246338
0.06360983848571777,0.1819612979888916,0.049970149993896484
0.07137560844421387,0.16162967681884766,0.1621232032775879
0.11762690544128418,0.11519432067871094,0.07607603073120117
0.023817062377929688,0.09644579887390137,0.05040240287780762
0.07609081268310547,0.14085125923156738,0.12227940559387207
0.023202896118164062,0.03419017791748047,0.24558401107788086
0.04452157020568848,0.1133270263671875,0.07598161697387695
0.0352787971496582,0.1422581672668457,0.11672616004943848
0.05534696578979492,0.061235666275024414,0.18680524826049805
0.042488813400268555,0.24475479125976562,0.0758504867553711
0.08636116981506348,0.1940782070159912,0.09655141830444336
0.04567313194274902,0.035047292709350586,0.05070805549621582
0.03702712059020996,0.2636697292327881,0.1306018829345703
0.0332491397857666,0.06099963188171387,0.10464286804199219
0.08944439888000488,0.13652920722961426,0.2445831298828125
0.0685877799987793,0.07917547225952148,0.10477566719055176
0.03716111183166504,0.06532955169677734,0.07152962684631348
0.07440757751464844,0.15848469734191895,0.07710981369018555
0.08826470375061035,0.03537631034851074,0.2666656970977783
0.03434014320373535,0.04833674430847168,0.15667510032653809
0.026243925094604492,0.19019556045532227,0.050865888595581055
0.10502219200134277,0.14966797828674316,0.07224273681640625
0.08177900314331055,0.05209779739379883,0.1953437328338623
0.04769706726074219,0.09622621536254883,0.17015600204467773
0.025070667266845703,0.06139373779296875,0.20697426795959473
0.026012182235717773,0.03426718711853027,0.25259852409362793
0.02472233772277832,0.07943248748779297,0.07541060447692871
0.023632049560546875,0.0658559799194336,0.6350967884063721
0.023598194122314453,0.08274507522583008,0.1744065284729004
0.09210014343261719,0.1276254653930664,0.07577204704284668
0.08431291580200195,0.2082362174987793,0.2180802822113037
0.17564630508422852,0.0957956314086914,0.11044621467590332
0.02347874641418457,0.0703725814819336,0.21320533752441406
0.02364039421081543,0.047472476959228516,0.14661908149719238
0.09247040748596191,0.035062313079833984,0.2590775489807129
0.04927825927734375,0.21655583381652832,0.27646732330322266
0.07251739501953125,0.034287452697753906,0.07494401931762695
0.04613208770751953,0.06997847557067871,0.0968635082244873
0.09579038619995117,0.1454613208770752,0.15331792831420898
0.07864046096801758,0.5332229137420654,0.26038312911987305
0.023506641387939453,0.12581586837768555,0.05072665214538574
0.055861711502075195,0.04716610908508301,0.1244654655456543
0.05269312858581543,0.05203127861022949,0.14307212829589844
0.07254147529602051,0.08029484748840332,0.07607412338256836
0.0241849422454834,0.09427952766418457,0.237412691116333
0.04318714141845703,0.036850690841674805,0.05033159255981445
0.02304983139038086,0.051702260971069336,0.09685349464416504
0.055383920669555664,0.03842949867248535,0.34729933738708496
0.12205171585083008,0.0770115852355957,0.15223145484924316
0.023632287979125977,0.1624150276184082,0.05440163612365723
0.024473905563354492,0.16360902786254883,0.10528850555419922
0.12649178504943848,0.07118105888366699,0.22217845916748047
0.045974016189575195,0.3684732913970947,0.21209383010864258
0.05869030952453613,0.05206751823425293,0.26058411598205566
0.024266719818115234,0.05227327346801758,0.051328182220458984
0.025310754776000977,0.03419828414916992,0.0930020809173584
0.09296536445617676,0.06622958183288574,0.051351308822631836
0.07125449180603027,0.08449006080627441,0.07774686813354492
0.024156808853149414,0.06534028053283691,0.2299501895904541
0.03315234184265137,0.35004091262817383,0.07018303871154785
0.07346868515014648,0.034648895263671875,0.2804903984069824
0.08226823806762695,0.08503413200378418,0.17364740371704102
0.0453035831451416,0.08985304832458496,0.09637618064880371
0.24901676177978516,0.11512136459350586,0.5030393600463867
0.023513317108154297,0.1288442611694336,0.05050992965698242
0.02316737174987793,0.11941385269165039,0.13825678825378418
0.0466465950012207,0.052366018295288086,0.07688641548156738
0.07385611534118652,0.05181431770324707,0.09810042381286621
0.12842416763305664,0.0859227180480957,0.09129571914672852
0.04614615440368652,0.05772662162780762,0.09166336059570312
0.11198735237121582,0.06289172172546387,0.05162644386291504
0.037734270095825195,0.18137669563293457,0.051215410232543945
0.09727191925048828,0.04803323745727539,0.1814889907836914
0.024091720581054688,0.11150813102722168,0.2304527759552002
0.08481264114379883,0.03490638732910156,0.05070805549621582
0.03428912162780762,0.08854484558105469,0.051515817642211914
0.025151491165161133,0.034621477127075195,0.05098223686218262
0.037175655364990234,0.03474855422973633,0.05128622055053711
0.05855584144592285,0.04801750183105469,0.09731531143188477
0.03473258018493652,0.15530014038085938,0.10284805297851562
0.02512359619140625,0.47584080696105957,0.05093073844909668
0.02352595329284668,0.03443336486816406,0.3307209014892578
